Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,538894,511906707084,33905318858,545812025942
Apr 2020,1280165,1555451920062,171930029095,1727381949157
Sept 2020,1500161,2716215111271,262694485973,2978909597244
Sept 2021,295342,767489904466,33515431783,801005336249
