Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,353074,389325124568,146533667917,535858792485
Apr 2020,204312,878000327469,1060596302272,1938596629741
Sept 2020,224234,1236492708074,1354399252452,2590891960526
Sept 2021,91122,417931812040,703858051885,1121789863925
