Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,95778,363341959746,30996617924,394338577670
Apr 2020,132358,513176925740,64553685507,577730611247
Sept 2020,184322,834798950437,55561474705,890360425142
Sept 2021,134659,378720054096,179274039600,557994093696
