Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,2941,192890178021,73499840284,266390018305
Apr 2020,8445,848058416680,252940323405,1100998740085
Sept 2020,9235,4601988028744,1522292937132,6124280965876
Sept 2021,7107,2451545646499,1108559243392,3560104889891
