Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,2033194,1137933441284,130073356631,1268006797915
Apr 2020,3518248,2198175652349,414324004803,2612499657152
Sept 2020,4865113,3569108649358,485215173470,4054323822828
Sept 2021,3944182,2685345532388,297545984190,2982891516578
