Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,931933,828229123377,42661619600,870890742977
Apr 2020,377294,417988270494,54461289513,472449560007
Sept 2020,715931,781568139609,185797671971,967365811580
Sept 2021,726389,570822419389,63079197346,633901616735
