Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,5843,41572049396,480355448925,521927498321
Apr 2020,31097,140651002641,58682212657,199333215298
Sept 2020,5586,146043585495,68591803346,214635388841
Sept 2021,3440,46180832898,105707203576,151888036474
