Week,TargetSubnet,TargetIP,Connections,Outbound,Inbound,TotalBytes,SourceIPs,SourcePorts,TargetPorts,Difference,Color
Feb 2020,1,21,43,4886568,4800416,9686984,2,7,1,86152,Out > In
Feb 2020,100,132,137,28763911,11761284,40525195,87,93,31,17002627,Out > In
Feb 2020,100,80,4,463774,233091,696865,4,4,2,230683,Out > In
Feb 2020,101,104,3,18783717,3624263,22407980,3,3,3,15159454,Out > In
Feb 2020,101,105,10,112483655,9693857,122177512,2,10,10,102789798,Out > In
Feb 2020,101,160,367,1568443035,100069158,1668512193,192,289,4,1468373877,Out > In
Feb 2020,101,171,1,2124636,489204,2613840,1,1,1,1635432,Out > In
Feb 2020,101,175,1,45255,109841,155096,1,1,1,64586,In > Out
Feb 2020,101,176,1,65203848,38694344,103898192,1,1,1,26509504,Out > In
Feb 2020,101,186,5,84151352,4831501,88982853,2,5,1,79319851,Out > In
Feb 2020,101,204,1,428552,127128,555680,1,1,1,301424,Out > In
Feb 2020,101,208,8,6709800,128554,6838354,5,8,1,6581246,Out > In
Feb 2020,101,211,5,15462076,3769386,19231462,1,5,1,11692690,Out > In
Feb 2020,101,215,1,92240,89472,181712,1,1,1,2768,Out > In
Feb 2020,101,217,4,449030998,15680997,464711995,2,4,4,433350001,Out > In
Feb 2020,101,218,2,83159982,1171159,84331141,1,2,2,81988823,Out > In
Feb 2020,101,224,1,4228,414196,418424,1,1,1,409968,In > Out
Feb 2020,101,231,2,2199957,589056,2789013,1,2,2,1610901,Out > In
Feb 2020,101,69,134,284899306,5434045,290333351,65,134,1,279465261,Out > In
Feb 2020,101,91,4,284393,7658075,7942468,2,3,4,7373682,In > Out
Feb 2020,102,102,211,1478337613,529926924,2008264537,64,210,1,948410689,Out > In
Feb 2020,103,231,335,180422970,67682571,248105541,159,231,1,112740399,Out > In
Feb 2020,103,237,6,4672870628,67381640,4740252268,1,6,6,4605488988,Out > In
Feb 2020,103,246,1,52107,145808,197915,1,1,1,93701,In > Out
Feb 2020,104,108,3,541088916,6838622,547927538,3,3,3,534250294,Out > In
Feb 2020,104,111,3,6165320053,2203665461,8368985514,2,3,2,3961654592,Out > In
Feb 2020,104,127,2,875567674,8474898,884042572,2,2,1,867092776,Out > In
Feb 2020,104,152,1,28992014,77646877,106638891,1,1,1,48654863,In > Out
Feb 2020,104,161,9,16590345,22221248,38811593,1,9,1,5630903,In > Out
Feb 2020,104,163,1,25114007,1187242,26301249,1,1,1,23926765,Out > In
Feb 2020,104,211,10,8426509,18629334,27055843,3,10,3,10202825,In > Out
Feb 2020,104,224,1,4288577,3937868,8226445,1,1,1,350709,Out > In
Feb 2020,104,85,1,15372,144080,159452,1,1,1,128708,In > Out
Feb 2020,104,96,1,10647927,2949096,13597023,1,1,1,7698831,Out > In
Feb 2020,109,188,4,1535470079,1293889346,2829359425,2,4,4,241580733,Out > In
Feb 2020,110,161,5,3494823,363565,3858388,2,5,2,3131258,Out > In
Feb 2020,111,5,56,174918754,136664860,311583614,20,32,16,38253894,Out > In
Feb 2020,112,100,2,35630890,89735005,125365895,2,2,2,54104115,In > Out
Feb 2020,112,102,1,291513,606734,898247,1,1,1,315221,In > Out
Feb 2020,112,104,36,195467,5248111,5443578,36,33,8,5052644,In > Out
Feb 2020,112,107,2,167908533,120701957,288610490,2,2,2,47206576,Out > In
Feb 2020,112,111,15,1632902152,426643923,2059546075,8,10,4,1206258229,Out > In
Feb 2020,112,112,9,146238672,155281832,301520504,4,9,5,9043160,In > Out
Feb 2020,112,114,1,455471,670761,1126232,1,1,1,215290,In > Out
Feb 2020,112,115,260,1558061610,3382340318,4940401928,184,178,3,1824278708,In > Out
Feb 2020,112,119,2,158898009,418431362,577329371,2,2,1,259533353,In > Out
Feb 2020,112,123,1,13099761,12337508,25437269,1,1,1,762253,Out > In
Feb 2020,112,129,2,559156,1269397,1828553,2,2,2,710241,In > Out
Feb 2020,112,130,4,141014370,95356206,236370576,3,4,4,45658164,Out > In
Feb 2020,112,131,8,6253936,6279958,12533894,5,5,6,26022,In > Out
Feb 2020,112,133,2,4983817,6149071,11132888,2,1,1,1165254,In > Out
Feb 2020,112,134,1,55990160,43973866,99964026,1,1,1,12016294,Out > In
Feb 2020,112,135,6,206964611,288353506,495318117,4,6,2,81388895,In > Out
Feb 2020,112,138,8,739228176,3225569794,3964797970,7,7,4,2486341618,In > Out
Feb 2020,112,140,2,706444,15325398,16031842,2,2,2,14618954,In > Out
Feb 2020,112,141,5,14993066,52188424,67181490,5,5,5,37195358,In > Out
Feb 2020,112,145,10,613365696,561259755,1174625451,9,9,10,52105941,Out > In
Feb 2020,112,147,3,36827719,319846,37147565,2,2,2,36507873,Out > In
Feb 2020,112,148,1,33425,176231,209656,1,1,1,142806,In > Out
Feb 2020,112,15,158,2254101345,3541688163,5795789508,97,156,2,1287586818,In > Out
Feb 2020,112,151,1,84453508,514676309,599129817,1,1,1,430222801,In > Out
Feb 2020,112,152,1,302734001,215604568,518338569,1,1,1,87129433,Out > In
Feb 2020,112,153,6,106308764,119096814,225405578,4,6,6,12788050,In > Out
Feb 2020,112,154,3,59028327,48931885,107960212,3,2,3,10096442,Out > In
Feb 2020,112,155,1,531716,553007,1084723,1,1,1,21291,In > Out
Feb 2020,112,159,2,76097898,109858529,185956427,2,2,2,33760631,In > Out
Feb 2020,112,162,1,29250,88314,117564,1,1,1,59064,In > Out
Feb 2020,112,164,1,69271,239145,308416,1,1,1,169874,In > Out
Feb 2020,112,166,12,22059480,22087046,44146526,12,8,3,27566,In > Out
Feb 2020,112,167,1,57482708,56931633,114414341,1,1,1,551075,Out > In
Feb 2020,112,168,1,28797,122360,151157,1,1,1,93563,In > Out
Feb 2020,112,170,2,424912,391931,816843,2,2,2,32981,Out > In
Feb 2020,112,171,12,289232893,142620635,431853528,6,11,10,146612258,Out > In
Feb 2020,112,173,8,562760820,1040580857,1603341677,5,4,4,477820037,In > Out
Feb 2020,112,174,1,688617,508159,1196776,1,1,1,180458,Out > In
Feb 2020,112,176,22,9849682,23105489,32955171,21,7,3,13255807,In > Out
Feb 2020,112,177,9,40757660,61727393,102485053,3,5,8,20969733,In > Out
Feb 2020,112,178,1,38812521,45247469,84059990,1,1,1,6434948,In > Out
Feb 2020,112,181,1,209209180,94537433,303746613,1,1,1,114671747,Out > In
Feb 2020,112,182,11,1299901208,1643919281,2943820489,4,4,1,344018073,In > Out
Feb 2020,112,183,2,318912,676902,995814,2,2,2,357990,In > Out
Feb 2020,112,184,3,1167612,995852,2163464,3,1,3,171760,Out > In
Feb 2020,112,186,2,566762,1338483,1905245,2,2,2,771721,In > Out
Feb 2020,112,188,2,137816837,58643843,196460680,2,2,2,79172994,Out > In
Feb 2020,112,189,66,47514337,86990748,134505085,48,39,5,39476411,In > Out
Feb 2020,112,190,1,2418371,2189553,4607924,1,1,1,228818,Out > In
Feb 2020,112,193,3,15477378,26740652,42218030,3,3,3,11263274,In > Out
Feb 2020,112,199,1,183361857,67243086,250604943,1,1,1,116118771,Out > In
Feb 2020,112,202,4,259978988,355780312,615759300,3,3,3,95801324,In > Out
Feb 2020,112,204,1,17259638,22883077,40142715,1,1,1,5623439,In > Out
Feb 2020,112,205,2,2865181,2255015,5120196,2,2,2,610166,Out > In
Feb 2020,112,206,1,525479,108856,634335,1,1,1,416623,Out > In
Feb 2020,112,207,2,28635652,98713806,127349458,2,2,2,70078154,In > Out
Feb 2020,112,208,7,8342401,15765174,24107575,5,6,7,7422773,In > Out
Feb 2020,112,211,76,4799779656,237587581,5037367237,62,61,8,4562192075,Out > In
Feb 2020,112,212,3,533849212,55800095,589649307,1,3,3,478049117,Out > In
Feb 2020,112,213,3,112654622,210185344,322839966,2,2,3,97530722,In > Out
Feb 2020,112,216,1,7424,138743,146167,1,1,1,131319,In > Out
Feb 2020,112,219,49,687356,16951209,17638565,49,47,8,16263853,In > Out
Feb 2020,112,22,1,254156925,268511452,522668377,1,1,1,14354527,In > Out
Feb 2020,112,220,3,176374,2264278,2440652,3,2,3,2087904,In > Out
Feb 2020,112,25,1,645425,576839,1222264,1,1,1,68586,Out > In
Feb 2020,112,30,3,880940720,845794243,1726734963,3,2,2,35146477,Out > In
Feb 2020,112,32,123,853876373,17211159,871087532,98,51,3,836665214,Out > In
Feb 2020,112,49,3,219813782,128174439,347988221,3,3,3,91639343,Out > In
Feb 2020,112,63,1,230742,662369,893111,1,1,1,431627,In > Out
Feb 2020,112,64,3,134911801,73714272,208626073,3,3,3,61197529,Out > In
Feb 2020,112,72,2,2953317,41239580,44192897,2,2,2,38286263,In > Out
Feb 2020,112,73,2,531345039,445820050,977165089,2,2,2,85524989,Out > In
Feb 2020,112,74,2,757779,541808,1299587,2,2,2,215971,Out > In
Feb 2020,112,76,1,75179,462778,537957,1,1,1,387599,In > Out
Feb 2020,112,88,1,861576,553315271,554176847,1,1,1,552453695,In > Out
Feb 2020,112,90,6,41651104,35209754,76860858,6,6,6,6441350,Out > In
Feb 2020,112,91,1,241415,175514,416929,1,1,1,65901,Out > In
Feb 2020,112,93,2,702407,2229447,2931854,2,2,2,1527040,In > Out
Feb 2020,112,94,1,38252855,39118838,77371693,1,1,1,865983,In > Out
Feb 2020,112,99,14,555638915,657102544,1212741459,10,11,12,101463629,In > Out
Feb 2020,114,110,1,1246060,78532,1324592,1,1,1,1167528,Out > In
Feb 2020,115,185,3,740432233,6314664,746746897,2,3,3,734117569,Out > In
Feb 2020,117,149,59,11782006,3753819,15535825,4,59,2,8028187,Out > In
Feb 2020,117,16,17,7118186,213542,7331728,1,17,1,6904644,Out > In
Feb 2020,117,177,31,3923712,5858669,9782381,1,1,1,1934957,In > Out
Feb 2020,117,208,27,392403005,5202705,397605710,2,26,3,387200300,Out > In
Feb 2020,117,209,8,89032513,207561703,296594216,4,4,8,118529190,In > Out
Feb 2020,117,236,93,25242781,3967861,29210642,7,93,2,21274920,Out > In
Feb 2020,117,238,4,376000,373384,749384,1,1,1,2616,Out > In
Feb 2020,117,254,427,758973360,27954436,786927796,56,359,1,731018924,Out > In
Feb 2020,117,50,209,339717086,17631387,357348473,1,57,205,322085699,Out > In
Feb 2020,117,61,4,100487752,16344732,116832484,1,1,1,84143020,Out > In
Feb 2020,117,76,86,36745156,24401904,61147060,1,1,1,12343252,Out > In
Feb 2020,118,128,3,1541383,814430,2355813,1,1,3,726953,Out > In
Feb 2020,118,143,58,1434032,12227600,13661632,2,1,1,10793568,In > Out
Feb 2020,118,168,2,20384,1330807,1351191,2,2,2,1310423,In > Out
Feb 2020,118,174,3,334004,14751,348755,3,3,2,319253,Out > In
Feb 2020,118,182,1,120516,67118,187634,1,1,1,53398,Out > In
Feb 2020,118,187,4,287372,724899,1012271,4,1,4,437527,In > Out
Feb 2020,118,190,1,13880,134976,148856,1,1,1,121096,In > Out
Feb 2020,118,207,20,76480904,1269290681,1345771585,3,18,20,1192809777,In > Out
Feb 2020,118,213,2,233380265,18782050,252162315,1,2,2,214598215,Out > In
Feb 2020,118,233,2,13393004,1945012,15338016,2,2,2,11447992,Out > In
Feb 2020,118,242,32,34976182,4897593,39873775,28,27,2,30078589,Out > In
Feb 2020,118,247,31,145852671,1255732885,1401585556,31,31,31,1109880214,In > Out
Feb 2020,118,27,1,14550,662785,677335,1,1,1,648235,In > Out
Feb 2020,118,28,9,111395670,12064614,123460284,1,9,5,99331056,Out > In
Feb 2020,118,46,12,14223411,2723178,16946589,1,12,12,11500233,Out > In
Feb 2020,118,59,6,569509,8336399,8905908,5,6,1,7766890,In > Out
Feb 2020,118,63,18,2181135,2180208,4361343,1,1,1,927,Out > In
Feb 2020,118,85,1,82285,2473075,2555360,1,1,1,2390790,In > Out
Feb 2020,118,97,1,78960532,1047543,80008075,1,1,1,77912989,Out > In
Feb 2020,119,152,10,911223,19565490,20476713,10,10,1,18654267,In > Out
Feb 2020,119,159,162,414125714,161401243,575526957,132,147,139,252724471,Out > In
Feb 2020,119,16,2,391806,14293,406099,2,2,1,377513,Out > In
Feb 2020,119,160,1,20196,357764,377960,1,1,1,337568,In > Out
Feb 2020,119,168,180,285608877,70488663,356097540,6,180,2,215120214,Out > In
Feb 2020,119,171,1,13049298,79939,13129237,1,1,1,12969359,Out > In
Feb 2020,119,194,1,262236,14729160,14991396,1,1,1,14466924,In > Out
Feb 2020,119,32,1,206501769,111049524,317551293,1,1,1,95452245,Out > In
Feb 2020,119,34,1,52668,123198,175866,1,1,1,70530,In > Out
Feb 2020,119,42,7,1384498,46914,1431412,5,7,1,1337584,Out > In
Feb 2020,119,96,5,837605,371050,1208655,2,3,2,466555,Out > In
Feb 2020,12,21,2,9072,207369,216441,1,2,1,198297,In > Out
Feb 2020,120,107,1,34373068,38638373,73011441,1,1,1,4265305,In > Out
Feb 2020,120,54,1,72078,787932,860010,1,1,1,715854,In > Out
Feb 2020,120,71,5,721368,226700,948068,4,5,2,494668,Out > In
Feb 2020,122,10,33,9066752,4589492,13656244,17,1,1,4477260,Out > In
Feb 2020,122,108,9,177663523,15885684,193549207,6,8,4,161777839,Out > In
Feb 2020,122,119,15,6571654,332978,6904632,3,5,1,6238676,Out > In
Feb 2020,122,160,2,10900870,1094824,11995694,1,2,1,9806046,Out > In
Feb 2020,122,165,33,140461765,28895520,169357285,7,33,1,111566245,Out > In
Feb 2020,122,176,10,3142104,411394,3553498,1,10,1,2730710,Out > In
Feb 2020,122,214,311,138373939,45761404,184135343,53,213,2,92612535,Out > In
Feb 2020,122,222,5803,37427947833,1830175234,39258123067,890,2162,2,35597772599,Out > In
Feb 2020,122,229,10,545247869,3811836,549059705,1,10,1,541436033,Out > In
Feb 2020,122,237,1136,15918340846,1420806115,17339146961,54,1113,5,14497534731,Out > In
Feb 2020,123,101,2,62672803,69501704,132174507,1,2,2,6828901,In > Out
Feb 2020,123,104,2,318136539,288726805,606863344,2,2,2,29409734,Out > In
Feb 2020,123,11,1,79695,243663,323358,1,1,1,163968,In > Out
Feb 2020,123,110,3,12263835,39457582,51721417,3,3,3,27193747,In > Out
Feb 2020,123,111,5,18266032,52889412,71155444,5,5,5,34623380,In > Out
Feb 2020,123,112,1,1051542,1442225,2493767,1,1,1,390683,In > Out
Feb 2020,123,113,2,1182855973,964874861,2147730834,1,1,2,217981112,Out > In
Feb 2020,123,116,2,138786461,65301127,204087588,2,2,1,73485334,Out > In
Feb 2020,123,117,1,78762261,76905635,155667896,1,1,1,1856626,Out > In
Feb 2020,123,119,2,29411158,23876846,53288004,2,2,2,5534312,Out > In
Feb 2020,123,124,1,35848776,144779,35993555,1,1,1,35703997,Out > In
Feb 2020,123,126,7,718702,5833061,6551763,7,6,3,5114359,In > Out
Feb 2020,123,128,2,901537,905098,1806635,2,2,2,3561,In > Out
Feb 2020,123,129,7,511361945,127322037,638683982,4,7,3,384039908,Out > In
Feb 2020,123,132,4,112728367,124263834,236992201,4,4,2,11535467,In > Out
Feb 2020,123,133,3,66590161,34071748,100661909,1,2,3,32518413,Out > In
Feb 2020,123,134,1,469901,919291,1389192,1,1,1,449390,In > Out
Feb 2020,123,135,28,138350218,310885882,449236100,1,1,1,172535664,In > Out
Feb 2020,123,138,1,237792538,137720848,375513386,1,1,1,100071690,Out > In
Feb 2020,123,141,1,89769,194617,284386,1,1,1,104848,In > Out
Feb 2020,123,142,2,173427,250040,423467,2,2,2,76613,In > Out
Feb 2020,123,144,9,120230126,101140268,221370394,5,6,2,19089858,Out > In
Feb 2020,123,148,1,115754,4824,120578,1,1,1,110930,Out > In
Feb 2020,123,150,2,1036659,1164938,2201597,2,2,2,128279,In > Out
Feb 2020,123,151,3,3607267,14403243,18010510,3,3,3,10795976,In > Out
Feb 2020,123,153,3,15623550,15961711,31585261,3,3,2,338161,In > Out
Feb 2020,123,155,126,1116302,24170236,25286538,1,1,126,23053934,In > Out
Feb 2020,123,156,1,287342707,333617700,620960407,1,1,1,46274993,In > Out
Feb 2020,123,157,1,3942293,4402234,8344527,1,1,1,459941,In > Out
Feb 2020,123,158,29,25094904,141571394,166666298,10,9,25,116476490,In > Out
Feb 2020,123,159,2,297932315,325720919,623653234,2,2,2,27788604,In > Out
Feb 2020,123,16,1,7215597,4374971,11590568,1,1,1,2840626,Out > In
Feb 2020,123,166,1,1743913,37469757,39213670,1,1,1,35725844,In > Out
Feb 2020,123,169,10,7788535,6958382,14746917,4,10,4,830153,Out > In
Feb 2020,123,170,4,58793,1574102,1632895,4,4,1,1515309,In > Out
Feb 2020,123,171,1,28236,1034485,1062721,1,1,1,1006249,In > Out
Feb 2020,123,174,1,47149287,8443057,55592344,1,1,1,38706230,Out > In
Feb 2020,123,177,2,189671,178104,367775,2,1,2,11567,Out > In
Feb 2020,123,178,1,314114638,268094313,582208951,1,1,1,46020325,Out > In
Feb 2020,123,179,4,924137798,1049491261,1973629059,2,4,1,125353463,In > Out
Feb 2020,123,187,8,454115687,315571891,769687578,7,8,8,138543796,Out > In
Feb 2020,123,189,1,105467771,100720288,206188059,1,1,1,4747483,Out > In
Feb 2020,123,190,1,5027727,30015285,35043012,1,1,1,24987558,In > Out
Feb 2020,123,191,2,3547593,3976897,7524490,2,2,2,429304,In > Out
Feb 2020,123,192,3,27811208,26852855,54664063,1,3,3,958353,Out > In
Feb 2020,123,20,5,202931902,152823006,355754908,2,2,2,50108896,Out > In
Feb 2020,123,201,2,1685208,757948,2443156,2,2,2,927260,Out > In
Feb 2020,123,203,14,71545161,241011551,312556712,12,14,14,169466390,In > Out
Feb 2020,123,204,17,672725704,471536441,1144262145,4,7,7,201189263,Out > In
Feb 2020,123,206,42,1043696861,153551393,1197248254,41,20,3,890145468,Out > In
Feb 2020,123,208,13,832254218,863306349,1695560567,9,9,2,31052131,In > Out
Feb 2020,123,21,1,1531247,2345680,3876927,1,1,1,814433,In > Out
Feb 2020,123,211,10,65994192,823972784,889966976,2,9,10,757978592,In > Out
Feb 2020,123,216,1,10319,176238,186557,1,1,1,165919,In > Out
Feb 2020,123,217,2,116706071,112347433,229053504,2,2,2,4358638,Out > In
Feb 2020,123,22,1,14943553,43946098,58889651,1,1,1,29002545,In > Out
Feb 2020,123,221,2,70752,838900,909652,2,1,2,768148,In > Out
Feb 2020,123,222,11,1134889,102973264,104108153,10,10,5,101838375,In > Out
Feb 2020,123,223,1,131664,94272,225936,1,1,1,37392,Out > In
Feb 2020,123,23,1,806652,144630,951282,1,1,1,662022,Out > In
Feb 2020,123,24,5,3778590,35987067,39765657,4,4,3,32208477,In > Out
Feb 2020,123,27,4,508717,1523363,2032080,4,3,4,1014646,In > Out
Feb 2020,123,28,4,632316616,633626780,1265943396,2,2,2,1310164,In > Out
Feb 2020,123,29,1,274412,146547,420959,1,1,1,127865,Out > In
Feb 2020,123,31,5,282434815,317086306,599521121,4,5,5,34651491,In > Out
Feb 2020,123,33,7,43332113,77643662,120975775,4,7,6,34311549,In > Out
Feb 2020,123,35,5,1359398,3656391,5015789,4,5,5,2296993,In > Out
Feb 2020,123,36,3,12371228,8025717,20396945,3,3,3,4345511,Out > In
Feb 2020,123,37,1,466440,443751,910191,1,1,1,22689,Out > In
Feb 2020,123,39,1,330154,15175872,15506026,1,1,1,14845718,In > Out
Feb 2020,123,4,1,2006775,2113174,4119949,1,1,1,106399,In > Out
Feb 2020,123,40,5,98243,1480464,1578707,1,1,5,1382221,In > Out
Feb 2020,123,42,2,50932,414192,465124,2,2,2,363260,In > Out
Feb 2020,123,43,4,11439310,12933767,24373077,4,4,2,1494457,In > Out
Feb 2020,123,5,1,19807,119035,138842,1,1,1,99228,In > Out
Feb 2020,123,53,27,239137958,267627094,506765052,18,20,11,28489136,In > Out
Feb 2020,123,55,1,7801496,4483217,12284713,1,1,1,3318279,Out > In
Feb 2020,123,56,1,65598195,68884172,134482367,1,1,1,3285977,In > Out
Feb 2020,123,57,2,20789823,23443747,44233570,2,2,2,2653924,In > Out
Feb 2020,123,59,4,46593096,40498141,87091237,2,4,4,6094955,Out > In
Feb 2020,123,62,5,12120446,17223342,29343788,4,5,5,5102896,In > Out
Feb 2020,123,63,1,383124,374226,757350,1,1,1,8898,Out > In
Feb 2020,123,64,1,1434072,1557520,2991592,1,1,1,123448,In > Out
Feb 2020,123,72,2,13891381,22643064,36534445,1,2,2,8751683,In > Out
Feb 2020,123,75,1,705938,275634,981572,1,1,1,430304,Out > In
Feb 2020,123,77,5,44238,2434478,2478716,1,1,5,2390240,In > Out
Feb 2020,123,81,1,73504,35392,108896,1,1,1,38112,Out > In
Feb 2020,123,86,1,83213,76030,159243,1,1,1,7183,Out > In
Feb 2020,123,89,1,53435,81093,134528,1,1,1,27658,In > Out
Feb 2020,123,90,14,185624639,361861915,547486554,14,13,7,176237276,In > Out
Feb 2020,123,92,1,8914019,8902109,17816128,1,1,1,11910,Out > In
Feb 2020,123,93,78,1809250094,1403133552,3212383646,63,60,24,406116542,Out > In
Feb 2020,123,94,2,118860,74779240,74898100,2,2,1,74660380,In > Out
Feb 2020,123,97,1,81313,165634,246947,1,1,1,84321,In > Out
Feb 2020,123,98,1,983263870,1526458960,2509722830,1,1,1,543195090,In > Out
Feb 2020,123,99,3,4081288,2891788,6973076,3,3,3,1189500,Out > In
Feb 2020,124,105,1,288242948,629694843,917937791,1,1,1,341451895,In > Out
Feb 2020,124,106,1,60897060,47948670,108845730,1,1,1,12948390,Out > In
Feb 2020,124,108,11,17233740,355617044,372850784,5,7,9,338383304,In > Out
Feb 2020,124,121,1,352049,349460,701509,1,1,1,2589,Out > In
Feb 2020,124,124,1,793876090,330355182,1124231272,1,1,1,463520908,Out > In
Feb 2020,124,129,3,93163951,215439971,308603922,2,2,1,122276020,In > Out
Feb 2020,124,130,3,12035402,23015540,35050942,3,3,3,10980138,In > Out
Feb 2020,124,133,56,23586784,25145444,48732228,49,55,37,1558660,In > Out
Feb 2020,124,134,1,78745,80662,159407,1,1,1,1917,In > Out
Feb 2020,124,135,2,135100762,108444294,243545056,2,2,2,26656468,Out > In
Feb 2020,124,136,13,560026297,65426928,625453225,8,13,13,494599369,Out > In
Feb 2020,124,139,1,667309,224691,892000,1,1,1,442618,Out > In
Feb 2020,124,14,1,126180,30377,156557,1,1,1,95803,Out > In
Feb 2020,124,142,104,854598171,917517292,1772115463,99,26,7,62919121,In > Out
Feb 2020,124,143,3,27124156,85991088,113115244,1,3,3,58866932,In > Out
Feb 2020,124,146,1,73822,91713,165535,1,1,1,17891,In > Out
Feb 2020,124,148,155,6534216,31364915,37899131,4,4,155,24830699,In > Out
Feb 2020,124,149,1,201037580,267153044,468190624,1,1,1,66115464,In > Out
Feb 2020,124,153,1,1219933,1958361,3178294,1,1,1,738428,In > Out
Feb 2020,124,155,7,3160049,21770151,24930200,3,5,7,18610102,In > Out
Feb 2020,124,159,2,69726625,62954085,132680710,2,2,2,6772540,Out > In
Feb 2020,124,16,13,10811717,21073864,31885581,13,11,5,10262147,In > Out
Feb 2020,124,160,1,550596,997262,1547858,1,1,1,446666,In > Out
Feb 2020,124,161,16,4049760,23102913,27152673,16,15,4,19053153,In > Out
Feb 2020,124,163,1,239185,19093,258278,1,1,1,220092,Out > In
Feb 2020,124,165,1,31127,428351,459478,1,1,1,397224,In > Out
Feb 2020,124,167,2,2285924,2209612,4495536,2,2,2,76312,Out > In
Feb 2020,124,169,2,45185,426495,471680,2,2,2,381310,In > Out
Feb 2020,124,17,29,126899209,268627133,395526342,14,27,4,141727924,In > Out
Feb 2020,124,170,1,1792915,1629613,3422528,1,1,1,163302,Out > In
Feb 2020,124,174,1,321682,944676,1266358,1,1,1,622994,In > Out
Feb 2020,124,177,6,6564047,255308,6819355,5,6,1,6308739,Out > In
Feb 2020,124,179,3,71139960,149958693,221098653,3,3,3,78818733,In > Out
Feb 2020,124,184,2,49414185,12013387,61427572,2,2,2,37400798,Out > In
Feb 2020,124,185,1,44991211,65082953,110074164,1,1,1,20091742,In > Out
Feb 2020,124,186,3,416417661,198810709,615228370,3,3,2,217606952,Out > In
Feb 2020,124,188,44,593717,16151388,16745105,44,44,2,15557671,In > Out
Feb 2020,124,189,3,21169516,34456297,55625813,3,2,1,13286781,In > Out
Feb 2020,124,19,161,8313136388,3994403892,12307540280,114,104,27,4318732496,Out > In
Feb 2020,124,190,2,1160128341,1137280678,2297409019,1,1,2,22847663,Out > In
Feb 2020,124,191,7,14292190,34440850,48733040,7,6,1,20148660,In > Out
Feb 2020,124,195,3,911775341,955432279,1867207620,2,3,1,43656938,In > Out
Feb 2020,124,197,2,3139228,1261647,4400875,1,1,2,1877581,Out > In
Feb 2020,124,201,4,8176528728,6031168302,14207697030,2,4,4,2145360426,Out > In
Feb 2020,124,202,2,280300,299955,580255,1,2,2,19655,In > Out
Feb 2020,124,205,2,153848004,2087207,155935211,2,2,2,151760797,Out > In
Feb 2020,124,206,2,182466370,20370920,202837290,1,2,2,162095450,Out > In
Feb 2020,124,207,7,47079071,121294557,168373628,3,7,7,74215486,In > Out
Feb 2020,124,212,1,71846,1174090,1245936,1,1,1,1102244,In > Out
Feb 2020,124,213,15,11767432,31471263,43238695,10,6,15,19703831,In > Out
Feb 2020,124,215,4,9000528,12405856,21406384,3,3,4,3405328,In > Out
Feb 2020,124,219,1,179166,387858,567024,1,1,1,208692,In > Out
Feb 2020,124,22,1,34070252,33444760,67515012,1,1,1,625492,Out > In
Feb 2020,124,223,306,358277999,503938734,862216733,289,128,25,145660735,In > Out
Feb 2020,124,24,61,52848774,1740156,54588930,9,61,1,51108618,Out > In
Feb 2020,124,25,8,339976736,336919127,676895863,5,3,1,3057609,Out > In
Feb 2020,124,26,2,684251,567046,1251297,2,2,2,117205,Out > In
Feb 2020,124,32,2,1358094361,458303216,1816397577,2,2,2,899791145,Out > In
Feb 2020,124,35,4,3738619,8621366,12359985,4,4,4,4882747,In > Out
Feb 2020,124,36,1,31484,725550,757034,1,1,1,694066,In > Out
Feb 2020,124,43,2,146463563,159682835,306146398,2,1,2,13219272,In > Out
Feb 2020,124,44,2,197148,350877,548025,2,2,2,153729,In > Out
Feb 2020,124,46,19,667944055,756746417,1424690472,14,15,18,88802362,In > Out
Feb 2020,124,5,1,14252683,15106750,29359433,1,1,1,854067,In > Out
Feb 2020,124,51,13,448145831,248555315,696701146,10,4,13,199590516,Out > In
Feb 2020,124,52,3,530973281,524906980,1055880261,2,2,2,6066301,Out > In
Feb 2020,124,54,2,9693482,13454061,23147543,2,2,2,3760579,In > Out
Feb 2020,124,55,2,4231120,3359066,7590186,2,2,2,872054,Out > In
Feb 2020,124,56,5,11614554,12229311,23843865,5,5,5,614757,In > Out
Feb 2020,124,60,13,306464,5285207,5591671,13,13,2,4978743,In > Out
Feb 2020,124,64,1,297311461,339190198,636501659,1,1,1,41878737,In > Out
Feb 2020,124,65,1,113707967,62571999,176279966,1,1,1,51135968,Out > In
Feb 2020,124,67,1,5288172,13604691,18892863,1,1,1,8316519,In > Out
Feb 2020,124,69,3,14302009,13144624,27446633,1,3,3,1157385,Out > In
Feb 2020,124,74,1,2195531,891184,3086715,1,1,1,1304347,Out > In
Feb 2020,124,79,1,12891979,12577666,25469645,1,1,1,314313,Out > In
Feb 2020,124,81,2,899978,133153,1033131,2,2,2,766825,Out > In
Feb 2020,124,85,1,108044095,276037054,384081149,1,1,1,167992959,In > Out
Feb 2020,124,87,1,58135,528700,586835,1,1,1,470565,In > Out
Feb 2020,124,91,5,18768443,388664,19157107,4,4,1,18379779,Out > In
Feb 2020,124,96,8,954173163,853188554,1807361717,1,6,8,100984609,Out > In
Feb 2020,124,97,7,1586723206,1696899645,3283622851,4,5,3,110176439,In > Out
Feb 2020,125,162,1,28296,147659,175955,1,1,1,119363,In > Out
Feb 2020,125,182,1,59049593,144714692,203764285,1,1,1,85665099,In > Out
Feb 2020,125,194,2934,6071519903,446559060179,452630580082,1298,2197,17,440487540276,In > Out
