Week,TargetSubnet,TargetIP,Connections,Outbound,Inbound,TotalBytes,SourceIPs,SourcePorts,TargetPorts,Difference,Color
Feb 2020,213,164,238,5146370016,7857846829,13004216845,193,118,125,2711476813,In > Out
Feb 2020,213,165,901,9256677234,9048714083,18305391317,576,512,204,207963151,Out > In
Feb 2020,213,166,452,10269846010,7366067571,17635913581,338,371,415,2903778439,Out > In
Feb 2020,213,167,163,5311818735,5202852776,10514671511,143,99,112,108965959,Out > In
Feb 2020,213,168,424,6486988747,7794410629,14281399376,341,296,297,1307421882,In > Out
Feb 2020,213,169,419,1522272422,1851892155,3374164577,348,133,114,329619733,In > Out
Feb 2020,213,17,1532,6347722980,20619693135,26967416115,439,475,336,14271970155,In > Out
Feb 2020,213,170,408,4013506318,3853648772,7867155090,303,247,294,159857546,Out > In
Feb 2020,213,171,406,4164875840,6127255897,10292131737,219,177,166,1962380057,In > Out
Feb 2020,213,172,365,4341259538,6146869610,10488129148,199,165,175,1805610072,In > Out
Feb 2020,213,173,439,3474601133,4696768486,8171369619,216,197,204,1222167353,In > Out
Feb 2020,213,174,912,4384373001,6357711791,10742084792,665,807,840,1973338790,In > Out
Feb 2020,213,175,545,3295252108,4236059419,7531311527,431,450,173,940807311,In > Out
Feb 2020,213,176,262,1386038254,1849367753,3235406007,187,134,185,463329499,In > Out
Feb 2020,213,177,196,2699402096,8875594329,11574996425,98,70,115,6176192233,In > Out
Feb 2020,213,178,229,4390373741,6395284854,10785658595,192,173,212,2004911113,In > Out
Feb 2020,213,179,210,4504401367,7039342935,11543744302,178,148,143,2534941568,In > Out
Feb 2020,213,18,277,3005021545,6024695140,9029716685,222,181,238,3019673595,In > Out
Feb 2020,213,180,260,5349746045,10867314863,16217060908,173,119,214,5517568818,In > Out
Feb 2020,213,181,611,2225516840,3059516323,5285033163,465,440,350,833999483,In > Out
Feb 2020,213,182,394,8861122914,6328838264,15189961178,285,134,139,2532284650,Out > In
Feb 2020,213,183,333,3104667670,7547858638,10652526308,255,241,226,4443190968,In > Out
Feb 2020,213,184,392,4237347896,4522638850,8759986746,266,225,206,285290954,In > Out
Feb 2020,213,185,1060,4513366098,7476959802,11990325900,410,419,179,2963593704,In > Out
Feb 2020,213,186,419,1002086032,1777064445,2779150477,358,274,189,774978413,In > Out
Feb 2020,213,187,341,3208016582,5425525098,8633541680,271,211,253,2217508516,In > Out
Feb 2020,213,188,644,941430616,3277281265,4218711881,555,533,524,2335850649,In > Out
Feb 2020,213,189,293,2393718633,1962209442,4355928075,263,177,115,431509191,Out > In
Feb 2020,213,19,406,3646168673,4252893034,7899061707,195,200,333,606724361,In > Out
Feb 2020,213,190,479,1972457099,2796039583,4768496682,403,297,146,823582484,In > Out
Feb 2020,213,191,150,614335038,1865308518,2479643556,116,80,130,1250973480,In > Out
Feb 2020,213,192,324,4058622508,4105556344,8164178852,228,120,205,46933836,In > Out
Feb 2020,213,193,711,5671404197,3224941745,8896345942,124,92,685,2446462452,Out > In
Feb 2020,213,194,188,3465520008,3462873991,6928393999,142,120,110,2646017,Out > In
Feb 2020,213,195,401,4547604714,4420056824,8967661538,347,323,321,127547890,Out > In
Feb 2020,213,196,3698,4945667113,20243347376,25189014489,750,1069,193,15297680263,In > Out
Feb 2020,213,197,252,2148605446,2429035218,4577640664,196,176,124,280429772,In > Out
Feb 2020,213,198,256,3245113297,2578777120,5823890417,205,172,167,666336177,Out > In
Feb 2020,213,199,138,3391944322,3717397214,7109341536,98,81,114,325452892,In > Out
Feb 2020,213,2,389,4267434576,5870264267,10137698843,325,97,152,1602829691,In > Out
Feb 2020,213,20,400,4426817573,5131410908,9558228481,344,257,281,704593335,In > Out
Feb 2020,213,200,1535,5728363445,10405435596,16133799041,1095,1072,129,4677072151,In > Out
Feb 2020,213,201,110,1888030338,3077641075,4965671413,98,64,87,1189610737,In > Out
Feb 2020,213,202,234,4551231341,16273831008,20825062349,150,102,132,11722599667,In > Out
Feb 2020,213,203,422,2122773233,4537112489,6659885722,316,309,202,2414339256,In > Out
Feb 2020,213,204,141,5461620348,6928414835,12390035183,101,84,104,1466794487,In > Out
Feb 2020,213,205,278,2774365628,3096593264,5870958892,246,165,133,322227636,In > Out
Feb 2020,213,206,394,2440836867,2347974181,4788811048,312,271,349,92862686,Out > In
Feb 2020,213,207,268,3450881351,3180259343,6631140694,232,194,194,270622008,Out > In
Feb 2020,213,208,187,4847795072,6363298914,11211093986,150,90,128,1515503842,In > Out
Feb 2020,213,209,92,930351677,1639189402,2569541079,75,60,82,708837725,In > Out
Feb 2020,213,21,332,5218661910,5552220475,10770882385,171,151,241,333558565,In > Out
Feb 2020,213,210,270,1114219420,5668549917,6782769337,232,205,181,4554330497,In > Out
Feb 2020,213,211,367,1622702754,2332394474,3955097228,299,310,331,709691720,In > Out
Feb 2020,213,212,165,3203434182,4915191592,8118625774,103,101,94,1711757410,In > Out
Feb 2020,213,213,263,3155118020,6851788107,10006906127,180,159,120,3696670087,In > Out
Feb 2020,213,214,297,637669537,1429987600,2067657137,211,231,240,792318063,In > Out
Feb 2020,213,215,286,2176589642,4172895005,6349484647,243,234,175,1996305363,In > Out
Feb 2020,213,216,268,2859881638,3842440216,6702321854,207,207,214,982558578,In > Out
Feb 2020,213,217,192,3133508819,3713272816,6846781635,168,92,106,579763997,In > Out
Feb 2020,213,218,442,4374002131,5536463047,9910465178,358,266,283,1162460916,In > Out
Feb 2020,213,219,123,2843798962,4733862744,7577661706,93,66,116,1890063782,In > Out
Feb 2020,213,22,439,3181954536,4188200012,7370154548,354,269,261,1006245476,In > Out
Feb 2020,213,220,195,2989523628,2887158139,5876681767,150,137,176,102365489,Out > In
Feb 2020,213,221,187,1864777962,7497644472,9362422434,113,94,160,5632866510,In > Out
Feb 2020,213,222,333,2514192084,3185109585,5699301669,169,127,222,670917501,In > Out
Feb 2020,213,223,372,2166868299,3240570960,5407439259,210,219,206,1073702661,In > Out
Feb 2020,213,224,222,637014904,2207340749,2844355653,153,115,101,1570325845,In > Out
Feb 2020,213,225,241,2576280266,2540532009,5116812275,188,139,181,35748257,Out > In
Feb 2020,213,226,282,2024236339,2416620574,4440856913,227,205,189,392384235,In > Out
Feb 2020,213,227,350,2370364572,5331806074,7702170646,283,249,277,2961441502,In > Out
Feb 2020,213,228,1041,3622488474,7034051894,10656540368,903,656,197,3411563420,In > Out
Feb 2020,213,229,217,770560152,2028163408,2798723560,133,97,102,1257603256,In > Out
Feb 2020,213,23,318,3044869697,4416310791,7461180488,262,205,226,1371441094,In > Out
Feb 2020,213,230,277,1928775497,2040525030,3969300527,230,173,186,111749533,In > Out
Feb 2020,213,231,109,3279387022,4586114819,7865501841,94,63,89,1306727797,In > Out
Feb 2020,213,232,263,2946160770,6796927382,9743088152,85,76,243,3850766612,In > Out
Feb 2020,213,233,223,1705910052,2449711133,4155621185,183,166,131,743801081,In > Out
Feb 2020,213,234,212,3425900305,2362073403,5787973708,169,131,142,1063826902,Out > In
Feb 2020,213,235,357,2423718642,2908714354,5332432996,298,307,308,484995712,In > Out
Feb 2020,213,236,179,2653394014,3832181743,6485575757,134,112,141,1178787729,In > Out
Feb 2020,213,237,152,3095496997,3793352994,6888849991,114,87,128,697855997,In > Out
Feb 2020,213,238,235,1922724767,2663294873,4586019640,200,173,214,740570106,In > Out
Feb 2020,213,239,330,2019789272,3496968332,5516757604,259,213,243,1477179060,In > Out
Feb 2020,213,24,263,3552181641,8389568675,11941750316,199,179,233,4837387034,In > Out
Feb 2020,213,240,162,3799096621,4257106016,8056202637,143,116,125,458009395,In > Out
Feb 2020,213,241,386,3609950715,6982211183,10592161898,331,321,332,3372260468,In > Out
Feb 2020,213,242,119,1911862313,3331410379,5243272692,94,73,101,1419548066,In > Out
Feb 2020,213,243,353,1823448089,5106833227,6930281316,278,235,249,3283385138,In > Out
Feb 2020,213,244,235,4456744460,5291149985,9747894445,143,115,142,834405525,In > Out
Feb 2020,213,245,153,3383092317,4221552623,7604644940,128,87,119,838460306,In > Out
Feb 2020,213,246,164,3158232791,3487339093,6645571884,110,98,121,329106302,In > Out
Feb 2020,213,247,260,9100388010,28230148995,37330537005,193,150,160,19129760985,In > Out
Feb 2020,213,248,440,4433424583,6222883136,10656307719,368,248,217,1789458553,In > Out
Feb 2020,213,249,233,5470955838,5478158168,10949114006,187,164,182,7202330,In > Out
Feb 2020,213,25,306,4281858163,6501106203,10782964366,265,228,259,2219248040,In > Out
Feb 2020,213,250,279,4468488673,4417345970,8885834643,214,183,234,51142703,Out > In
Feb 2020,213,251,358,6592203897,8664401017,15256604914,301,210,190,2072197120,In > Out
Feb 2020,213,252,208,3890348989,2303028397,6193377386,176,160,153,1587320592,Out > In
Feb 2020,213,253,397,3427797881,20696419944,24124217825,324,247,276,17268622063,In > Out
Feb 2020,213,254,310,7643242064,8613274850,16256516914,229,176,191,970032786,In > Out
Feb 2020,213,26,317,2354733000,2874744828,5229477828,226,224,271,520011828,In > Out
Feb 2020,213,27,700,2409737974,4423793090,6833531064,584,536,383,2014055116,In > Out
Feb 2020,213,28,267,5114982431,4395748446,9510730877,226,200,200,719233985,Out > In
Feb 2020,213,29,431,6823815565,5314560688,12138376253,332,257,244,1509254877,Out > In
Feb 2020,213,3,155,3434198793,4627605301,8061804094,130,94,112,1193406508,In > Out
Feb 2020,213,30,742,3457983681,5017034866,8475018547,680,182,171,1559051185,In > Out
Feb 2020,213,31,428,4129223926,6983766615,11112990541,374,285,205,2854542689,In > Out
Feb 2020,213,32,404,2589307674,7731568582,10320876256,346,334,195,5142260908,In > Out
Feb 2020,213,33,200,4712441320,5983525099,10695966419,159,138,143,1271083779,In > Out
Feb 2020,213,34,597,4159111971,12783640940,16942752911,460,295,303,8624528969,In > Out
Feb 2020,213,35,465,18702149638,19862582941,38564732579,381,231,201,1160433303,In > Out
Feb 2020,213,36,620,4545204960,14315374399,18860579359,498,451,457,9770169439,In > Out
Feb 2020,213,37,646,5353412772,5233506608,10586919380,545,496,505,119906164,Out > In
Feb 2020,213,38,432,7403758400,10600775367,18004533767,355,291,245,3197016967,In > Out
Feb 2020,213,39,499,5965338644,5283823149,11249161793,322,321,421,681515495,Out > In
Feb 2020,213,4,205,2695461200,2835014977,5530476177,172,134,178,139553777,In > Out
Feb 2020,213,40,456,9003411762,11543731007,20547142769,397,352,333,2540319245,In > Out
Feb 2020,213,41,468,3116428401,4371590774,7488019175,302,253,183,1255162373,In > Out
Feb 2020,213,42,435,6919416332,10614961102,17534377434,355,255,250,3695544770,In > Out
Feb 2020,213,43,767,4539833294,6393255563,10933088857,417,406,711,1853422269,In > Out
Feb 2020,213,44,209,9415120737,9031954596,18447075333,152,98,157,383166141,Out > In
Feb 2020,213,45,280,6210859242,16179810732,22390669974,229,165,156,9968951490,In > Out
Feb 2020,213,46,296,1344901593,2416770292,3761671885,241,183,173,1071868699,In > Out
Feb 2020,213,47,343,7612798853,9284093864,16896892717,256,183,212,1671295011,In > Out
Feb 2020,213,48,281,5883660133,6912136600,12795796733,235,200,247,1028476467,In > Out
Feb 2020,213,49,166,2299543932,2329269106,4628813038,152,115,131,29725174,In > Out
Feb 2020,213,5,237,2590618894,7539954250,10130573144,161,125,171,4949335356,In > Out
Feb 2020,213,50,608,5293476563,5891678750,11185155313,361,414,492,598202187,In > Out
Feb 2020,213,51,242,4927835734,6068351445,10996187179,187,157,147,1140515711,In > Out
Feb 2020,213,52,389,6287260027,8232254524,14519514551,335,289,279,1944994497,In > Out
Feb 2020,213,53,565,12868045646,28208265973,41076311619,401,359,378,15340220327,In > Out
Feb 2020,213,54,198,2365151875,3037191691,5402343566,146,107,166,672039816,In > Out
Feb 2020,213,55,205,1751481527,2913749818,4665231345,169,133,161,1162268291,In > Out
Feb 2020,213,56,713,9447642233,9174569710,18622211943,301,299,234,273072523,Out > In
Feb 2020,213,57,1117,5837197326,8117606460,13954803786,744,745,661,2280409134,In > Out
Feb 2020,213,58,1773,3548555188,6265018587,9813573775,1154,1233,244,2716463399,In > Out
Feb 2020,213,59,627,4946041551,11891614560,16837656111,245,288,207,6945573009,In > Out
Feb 2020,213,6,794,7405771832,9786292439,17192064271,685,250,219,2380520607,In > Out
Feb 2020,213,60,799,3871574257,3894212173,7765786430,272,161,163,22637916,In > Out
Feb 2020,213,61,719,6466060379,7188627529,13654687908,261,265,265,722567150,In > Out
Feb 2020,213,62,568,9431198245,8830753896,18261952141,509,472,521,600444349,Out > In
Feb 2020,213,63,296,4773762081,5935311218,10709073299,203,159,210,1161549137,In > Out
Feb 2020,213,64,629,5166576663,5680667293,10847243956,204,218,276,514090630,In > Out
Feb 2020,213,65,420,5226379383,5625412301,10851791684,298,256,271,399032918,In > Out
Feb 2020,213,66,293,4542074592,5366231331,9908305923,182,145,212,824156739,In > Out
Feb 2020,213,67,375,5636489869,6677783713,12314273582,292,261,174,1041293844,In > Out
Feb 2020,213,68,321,8489905105,11174617761,19664522866,222,171,225,2684712656,In > Out
Feb 2020,213,69,480,4139541922,7053778646,11193320568,336,288,406,2914236724,In > Out
Feb 2020,213,7,532,8951309237,7078846050,16030155287,274,217,379,1872463187,Out > In
Feb 2020,213,70,740,11559028883,10438479439,21997508322,348,317,209,1120549444,Out > In
Feb 2020,213,71,206,3817186441,5831436530,9648622971,151,143,181,2014250089,In > Out
Feb 2020,213,72,581,7129202776,13087069889,20216272665,430,446,538,5957867113,In > Out
Feb 2020,213,73,194,2596100036,4784483673,7380583709,166,122,144,2188383637,In > Out
Feb 2020,213,74,680,4498285042,9782901095,14281186137,585,588,409,5284616053,In > Out
Feb 2020,213,75,467,7996039271,7237803439,15233842710,383,162,202,758235832,Out > In
Feb 2020,213,76,885,2725016674,4553880466,7278897140,714,713,555,1828863792,In > Out
Feb 2020,213,77,317,3473516742,3243621877,6717138619,234,190,226,229894865,Out > In
Feb 2020,213,78,288,1227926420,3508946660,4736873080,216,188,212,2281020240,In > Out
Feb 2020,213,79,246,2199557714,3295222007,5494779721,211,135,161,1095664293,In > Out
Feb 2020,213,8,430,8028501709,11906221703,19934723412,347,202,163,3877719994,In > Out
Feb 2020,213,80,342,7792005556,7188474005,14980479561,247,132,181,603531551,Out > In
Feb 2020,213,81,410,6946185476,7227167211,14173352687,368,359,385,280981735,In > Out
Feb 2020,213,82,408,5110553616,6083803636,11194357252,349,291,283,973250020,In > Out
Feb 2020,213,83,1081,4554159214,10064062218,14618221432,959,976,876,5509903004,In > Out
Feb 2020,213,84,279,5473850905,6420763841,11894614746,193,159,191,946912936,In > Out
Feb 2020,213,85,338,1744327940,9677490207,11421818147,280,255,302,7933162267,In > Out
Feb 2020,213,86,469,4883804478,10874625989,15758430467,395,310,230,5990821511,In > Out
Feb 2020,213,87,498,5490235929,8679126169,14169362098,403,349,288,3188890240,In > Out
Feb 2020,213,88,161,2476014037,2636308234,5112322271,121,95,123,160294197,In > Out
Feb 2020,213,89,330,1815304446,2206980483,4022284929,225,160,229,391676037,In > Out
Feb 2020,213,9,264,7596856822,8935337851,16532194673,207,153,167,1338481029,In > Out
Feb 2020,213,90,573,4631284543,10058333615,14689618158,278,396,422,5427049072,In > Out
Feb 2020,213,91,425,3822736248,6320454006,10143190254,371,269,190,2497717758,In > Out
Feb 2020,213,92,296,3320813728,6359901508,9680715236,210,198,155,3039087780,In > Out
Feb 2020,213,93,238,4226704482,24415357273,28642061755,165,104,200,20188652791,In > Out
Feb 2020,213,94,577,3511235138,8382485473,11893720611,357,357,449,4871250335,In > Out
Feb 2020,213,95,924,8078560016,9412176901,17490736917,568,560,321,1333616885,In > Out
Feb 2020,213,96,415,5155272979,17803971955,22959244934,376,331,364,12648698976,In > Out
Feb 2020,213,97,250,6691620218,16420039122,23111659340,197,160,207,9728418904,In > Out
Feb 2020,213,98,421,3289255051,4349219986,7638475037,358,335,378,1059964935,In > Out
Feb 2020,213,99,463,5499119127,6108430488,11607549615,383,349,403,609311361,In > Out
Feb 2020,214,181,1,175826,87125,262951,1,1,1,88701,Out > In
Feb 2020,215,113,175542,183542833752,6518766646,190061600398,4473,53757,1,177024067106,Out > In
Feb 2020,215,124,2,35538,996797,1032335,1,1,2,961259,In > Out
Feb 2020,215,178,5,198014929,131532365,329547294,4,4,5,66482564,Out > In
Feb 2020,215,213,13,2175598,10561342,12736940,7,1,13,8385744,In > Out
Feb 2020,215,215,1,6351132,6393528,12744660,1,1,1,42396,In > Out
Feb 2020,215,40,1,9195619,30337598,39533217,1,1,1,21141979,In > Out
Feb 2020,215,55,1,310050,79183,389233,1,1,1,230867,Out > In
Feb 2020,215,92,6,169300,1632394,1801694,6,1,6,1463094,In > Out
Feb 2020,221,144,1,49008,1848960,1897968,1,1,1,1799952,In > Out
Feb 2020,221,148,1,1371582,29488,1401070,1,1,1,1342094,Out > In
Feb 2020,221,15,61,19100564,3671947,22772511,43,23,2,15428617,Out > In
Feb 2020,221,150,1,137264629,1160807,138425436,1,1,1,136103822,Out > In
Feb 2020,221,153,168745,175889041270,6302656300,182191697570,4375,53470,1,169586384970,Out > In
Feb 2020,221,195,2,384290,135724,520014,1,2,1,248566,Out > In
Feb 2020,221,198,6599,3646745786,383838844,4030584630,969,5215,1,3262906942,Out > In
Feb 2020,221,206,1,2901,139990,142891,1,1,1,137089,In > Out
Feb 2020,221,32,1,1763691,8164,1771855,1,1,1,1755527,Out > In
Feb 2020,221,38,26,7080330,2239823,9320153,2,20,2,4840507,Out > In
Feb 2020,221,62,52,14016032,3375036,17391068,36,16,1,10640996,Out > In
Feb 2020,221,66,1,1898,142203,144101,1,1,1,140305,In > Out
Feb 2020,222,130,6,612338,335866,948204,3,6,1,276472,Out > In
Feb 2020,222,196,71,8774388,8896980,17671368,2,1,1,122592,In > Out
Feb 2020,224,221,1,32556186,68375153,100931339,1,1,1,35818967,In > Out
Feb 2020,225,111,3,16689132,20110815,36799947,3,1,3,3421683,In > Out
Feb 2020,225,120,1757,1253353591,137285632,1390639223,185,1479,2,1116067959,Out > In
Feb 2020,225,129,2,331976,39933512,40265488,1,1,2,39601536,In > Out
Feb 2020,225,134,6,26666035,251111724,277777759,3,1,6,224445689,In > Out
Feb 2020,225,149,1,1275672,829922,2105594,1,1,1,445750,Out > In
Feb 2020,225,163,2,50381,298129,348510,1,1,2,247748,In > Out
Feb 2020,225,210,4,92459520,5297505,97757025,1,4,4,87162015,Out > In
Feb 2020,225,218,104,228456854,4729244,233186098,76,104,2,223727610,Out > In
Feb 2020,225,223,171855,176601975940,6277732578,182879708518,4396,53987,1,170324243362,Out > In
Feb 2020,225,75,1,2484,10852432,10854916,1,1,1,10849948,In > Out
Feb 2020,225,8,8,145708742,32232042,177940784,4,8,5,113476700,Out > In
Feb 2020,225,85,1,8600,611808,620408,1,1,1,603208,In > Out
Feb 2020,228,100,2,22835010,21922769,44757779,2,2,2,912241,Out > In
Feb 2020,228,103,1,152858631,156624485,309483116,1,1,1,3765854,In > Out
Feb 2020,228,104,1,734065,771235,1505300,1,1,1,37170,In > Out
Feb 2020,228,105,2,71248,1548927,1620175,2,2,1,1477679,In > Out
Feb 2020,228,107,1,244911,266840,511751,1,1,1,21929,In > Out
Feb 2020,228,11,2,14396663,13758515,28155178,2,2,2,638148,Out > In
Feb 2020,228,110,1,143609431,132414467,276023898,1,1,1,11194964,Out > In
Feb 2020,228,113,4,86913863,139416526,226330389,2,3,4,52502663,In > Out
Feb 2020,228,114,1,7512,226548,234060,1,1,1,219036,In > Out
Feb 2020,228,116,5,4855828,96122406,100978234,5,5,5,91266578,In > Out
Feb 2020,228,12,1,1434263,801400,2235663,1,1,1,632863,Out > In
Feb 2020,228,123,14,183030204,311931805,494962009,13,13,5,128901601,In > Out
Feb 2020,228,131,1,2522189,9716947,12239136,1,1,1,7194758,In > Out
Feb 2020,228,132,3,6659421,8249478,14908899,3,3,3,1590057,In > Out
Feb 2020,228,134,4,32660945,31666998,64327943,3,4,4,993947,Out > In
Feb 2020,228,138,2,203563,338501,542064,2,2,2,134938,In > Out
Feb 2020,228,14,2,5379855,7746550,13126405,2,2,2,2366695,In > Out
Feb 2020,228,140,3,289456,364538,653994,1,1,1,75082,In > Out
Feb 2020,228,141,1,5720855,6451482,12172337,1,1,1,730627,In > Out
Feb 2020,228,142,1,231806897,238645097,470451994,1,1,1,6838200,In > Out
Feb 2020,228,145,4,23409891,24496155,47906046,4,4,4,1086264,In > Out
Feb 2020,228,150,1,45984,67188,113172,1,1,1,21204,In > Out
Feb 2020,228,151,6,331269649,329729582,660999231,2,6,5,1540067,Out > In
Feb 2020,228,154,1,147605245,223450208,371055453,1,1,1,75844963,In > Out
Feb 2020,228,155,2,116482149,115824201,232306350,1,2,2,657948,Out > In
Feb 2020,228,160,4,330427,729707,1060134,2,2,2,399280,In > Out
Feb 2020,228,161,1,2721567,211801358,214522925,1,1,1,209079791,In > Out
Feb 2020,228,168,16,23915049,13755911,37670960,13,14,3,10159138,Out > In
Feb 2020,228,169,7,301160451,52809758,353970209,7,7,6,248350693,Out > In
Feb 2020,228,171,3,5587807,5744560,11332367,3,3,3,156753,In > Out
Feb 2020,228,178,2,6427885,9539371,15967256,2,2,2,3111486,In > Out
Feb 2020,228,180,1,72855332,86456401,159311733,1,1,1,13601069,In > Out
Feb 2020,228,184,4,105222947,84425943,189648890,4,4,2,20797004,Out > In
Feb 2020,228,198,1,4030112,4755639,8785751,1,1,1,725527,In > Out
Feb 2020,228,199,6,215559,11892931,12108490,6,6,1,11677372,In > Out
Feb 2020,228,200,2,251637,240375,492012,1,2,1,11262,Out > In
Feb 2020,228,201,10,383542540,468732891,852275431,10,8,4,85190351,In > Out
Feb 2020,228,203,1,17285423,25184938,42470361,1,1,1,7899515,In > Out
Feb 2020,228,209,16,752958921,267882524,1020841445,15,12,5,485076397,Out > In
Feb 2020,228,21,5,12127917,26395910,38523827,5,4,5,14267993,In > Out
Feb 2020,228,210,2,68544,6889040,6957584,1,1,2,6820496,In > Out
Feb 2020,228,212,1,188618,4556250,4744868,1,1,1,4367632,In > Out
Feb 2020,228,214,22,2487403135,1593327054,4080730189,15,21,1,894076081,Out > In
Feb 2020,228,215,2,538272,3450312,3988584,2,2,2,2912040,In > Out
Feb 2020,228,216,1,400618,658329,1058947,1,1,1,257711,In > Out
Feb 2020,228,217,4,391709987,578468781,970178768,2,3,4,186758794,In > Out
Feb 2020,228,218,3,1548786,2244107,3792893,2,3,1,695321,In > Out
Feb 2020,228,24,1,35861,2381971,2417832,1,1,1,2346110,In > Out
Feb 2020,228,27,6,3796931,2640871,6437802,5,5,5,1156060,Out > In
Feb 2020,228,31,1,364589098,173038154,537627252,1,1,1,191550944,Out > In
Feb 2020,228,32,3,4917969,4546343,9464312,3,3,1,371626,Out > In
Feb 2020,228,33,1,6374916,10430269,16805185,1,1,1,4055353,In > Out
Feb 2020,228,36,1,897926,555009,1452935,1,1,1,342917,Out > In
Feb 2020,228,38,39,101543125,409613456,511156581,35,17,8,308070331,In > Out
Feb 2020,228,39,103,917559,25122849,26040408,1,1,103,24205290,In > Out
Feb 2020,228,4,10,35068124,41738868,76806992,5,5,10,6670744,In > Out
Feb 2020,228,41,1,676091959,699195327,1375287286,1,1,1,23103368,In > Out
Feb 2020,228,42,1,24383854,24219713,48603567,1,1,1,164141,Out > In
Feb 2020,228,43,9,285187,3070076,3355263,7,1,9,2784889,In > Out
Feb 2020,228,44,4,163247590,175236583,338484173,4,4,3,11988993,In > Out
Feb 2020,228,48,1,64959,1696993,1761952,1,1,1,1632034,In > Out
Feb 2020,228,49,6,2030127,11123902,13154029,6,6,6,9093775,In > Out
Feb 2020,228,5,2,11535943,12846865,24382808,2,2,2,1310922,In > Out
Feb 2020,228,51,10,39314086,47498593,86812679,7,7,8,8184507,In > Out
Feb 2020,228,57,3,1095646,644969,1740615,3,2,3,450677,Out > In
Feb 2020,228,61,7,38572666,17133159,55705825,6,4,4,21439507,Out > In
Feb 2020,228,62,3,13966257,1289274,15255531,1,3,3,12676983,Out > In
Feb 2020,228,65,13,125083595,258659599,383743194,11,13,2,133576004,In > Out
Feb 2020,228,67,10,44780785,110930709,155711494,7,7,9,66149924,In > Out
Feb 2020,228,68,1,457365,269592,726957,1,1,1,187773,Out > In
Feb 2020,228,72,1,66153,38368,104521,1,1,1,27785,Out > In
Feb 2020,228,79,3,24875651,56398009,81273660,3,3,3,31522358,In > Out
Feb 2020,228,8,11,475076368,489216393,964292761,7,10,9,14140025,In > Out
Feb 2020,228,81,1,72688,351098,423786,1,1,1,278410,In > Out
Feb 2020,228,85,3,881936,1298368,2180304,3,3,3,416432,In > Out
Feb 2020,228,9,2,39203656,78376627,117580283,2,2,2,39172971,In > Out
Feb 2020,228,92,7,31159671,57488422,88648093,7,7,2,26328751,In > Out
Feb 2020,228,94,1,2460218566,3339930334,5800148900,1,1,1,879711768,In > Out
Feb 2020,228,95,4,247773,720231,968004,4,4,4,472458,In > Out
Feb 2020,228,97,11,1294550216,1945331924,3239882140,5,10,11,650781708,In > Out
Feb 2020,228,98,3,4334529,4399103,8733632,3,3,3,64574,In > Out
Feb 2020,229,104,3,13248467,13457614,26706081,2,3,3,209147,In > Out
Feb 2020,229,107,2,733726,595058,1328784,1,1,2,138668,Out > In
Feb 2020,229,108,3,66481222,109649243,176130465,3,3,2,43168021,In > Out
Feb 2020,229,11,5,68139,3145560,3213699,1,1,5,3077421,In > Out
Feb 2020,229,115,283,41284794,284046961,325331755,149,149,2,242762167,In > Out
Feb 2020,229,118,1,5767552,3912143,9679695,1,1,1,1855409,Out > In
Feb 2020,229,120,3,855121,429793,1284914,3,3,3,425328,Out > In
Feb 2020,229,122,6,44356396,39697194,84053590,5,5,6,4659202,Out > In
Feb 2020,229,123,22,998362581,1106388382,2104750963,22,19,7,108025801,In > Out
Feb 2020,229,124,3,11288717,9226708,20515425,3,3,3,2062009,Out > In
Feb 2020,229,125,3,2353742004,1114291482,3468033486,3,2,2,1239450522,Out > In
Feb 2020,229,128,6,4782356,5325418,10107774,6,6,3,543062,In > Out
Feb 2020,229,130,1,193587,148453,342040,1,1,1,45134,Out > In
Feb 2020,229,132,1,11164563,249158967,260323530,1,1,1,237994404,In > Out
Feb 2020,229,134,66,101674446,270802349,372476795,45,46,3,169127903,In > Out
Feb 2020,229,135,11,155715111,185744347,341459458,11,11,2,30029236,In > Out
Feb 2020,229,137,4,159901434,166594939,326496373,2,1,2,6693505,In > Out
Feb 2020,229,138,9,169364981,150985391,320350372,4,9,2,18379590,Out > In
Feb 2020,229,139,3,266443070,246276663,512719733,2,3,3,20166407,Out > In
Feb 2020,229,14,2,10751169,8453675,19204844,2,2,2,2297494,Out > In
Feb 2020,229,145,33,51615480,246647808,298263288,2,2,2,195032328,In > Out
Feb 2020,229,150,4,68562780,53901808,122464588,4,4,3,14660972,Out > In
Feb 2020,229,151,1,3254028,5753680,9007708,1,1,1,2499652,In > Out
Feb 2020,229,153,6,3368654,3627095,6995749,3,6,2,258441,In > Out
Feb 2020,229,157,2,271413,402905,674318,2,2,2,131492,In > Out
Feb 2020,229,158,5,35458323,69104992,104563315,2,3,5,33646669,In > Out
Feb 2020,229,159,1,10594454,9495113,20089567,1,1,1,1099341,Out > In
Feb 2020,229,160,1,133302887,154606981,287909868,1,1,1,21304094,In > Out
Feb 2020,229,170,13,47284770,78731626,126016396,8,13,12,31446856,In > Out
Feb 2020,229,174,3,407395,2215085,2622480,2,3,3,1807690,In > Out
Feb 2020,229,175,1,1177920,3279399,4457319,1,1,1,2101479,In > Out
Feb 2020,229,177,10,1496279083,1306573192,2802852275,8,10,9,189705891,Out > In
Feb 2020,229,178,13,149089410,292385342,441474752,11,12,9,143295932,In > Out
Feb 2020,229,180,5,267136,1391849,1658985,2,2,5,1124713,In > Out
Feb 2020,229,181,8,9228037,23764540,32992577,5,6,8,14536503,In > Out
