Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,872724,244962823087,2466732395911,2711695218998
Apr 2020,1031494,138709016363,2112065701338,2250774717701
Sept 2020,1311171,389290449097,4561887385753,4951177834850
Sept 2021,1010820,261436115910,2025545594506,2286981710416
