Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,108423,1806210121610,212263356059,2018473477669
Apr 2020,77309,193765353153,267415911744,461181264897
Sept 2020,127907,146455331278,483775673637,630231004915
Sept 2021,110919,59704394497,306663463698,366367858195
