Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,946830,427151787588,5843077188695,6270228976283
Apr 2020,701245,321147090228,4492204049211,4813351139439
Sept 2020,962887,752771914179,9534032052845,10286803967024
Sept 2021,1152843,816474815299,7970969048720,8787443864019
