Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,31299,20360161225,871787833031,892147994256
Apr 2020,2975,4609548303,600786111590,605395659893
Sept 2020,23350,2554054116,116774808106,119328862222
Sept 2021,25572,196109037527,157898523987,354007561514
