Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,23570765,8383568307911,81823456565462,90207024873373
Apr 2020,7570321,4198570464570,47103873616529,51302444081099
Sept 2020,8705336,9645947035732,64582946833157,74228893868889
Sept 2021,29692895,19972229846624,150901797052312,170874026898936
