Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,897165,620987329432,4703810169641,5324797499073
Apr 2020,549584,260579382191,3030877323320,3291456705511
Sept 2020,786665,1627261179806,6591131078607,8218392258413
Sept 2021,1189419,7621168058412,7914618466199,15535786524611
