Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,222332,1938973460329,699656627606,2638630087935
Apr 2020,88204,23225067339,1122423348822,1145648416161
Sept 2020,136595,89771024600,2124986122497,2214757147097
Sept 2021,112225,93031697667,1763104109010,1856135806677
