Week,Connections,Outbound,Inbound,TotalBytes
Feb 2020,225987,269834770668,1038998793120,1308833563788
Apr 2020,152286,92489176629,653737125483,746226302112
Sept 2020,213719,167645347695,1444162691052,1611808038747
Sept 2021,203161,128430301711,1136585713259,1265016014970
